time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T11:58:41.956Z,0.0127,-0.9749,0.1150,0.0996,-0.0742,0.2017,0.0098,0.0056,0.0077,-2.6000,1.4460,2.9651
2024-10-11T11:58:41.960Z,0.0065,-0.9844,0.1045,0.0996,-0.0742,0.2017,0.0171,-0.0077,0.0007,-2.6000,1.4460,2.9651
2024-10-11T11:58:41.971Z,0.0026,-0.9839,0.1086,0.0996,-0.0742,0.2017,0.0182,-0.0082,-0.0032,-2.6000,1.4460,2.9651
2024-10-11T11:58:41.981Z,0.0126,-0.9778,0.1145,0.0584,-0.1846,0.0636,0.0175,-0.0051,-0.0059,-2.6000,1.4455,2.9645
2024-10-11T11:58:41.991Z,0.0182,-0.9746,0.1157,0.0584,-0.1846,0.0636,0.0204,-0.0071,-0.0046,-2.6000,1.4455,2.9645
2024-10-11T11:58:42.000Z,0.0275,-0.9840,0.1108,0.0584,-0.1846,0.0636,0.0240,-0.0137,-0.0035,-2.6000,1.4455,2.9645
2024-10-11T11:58:42.010Z,0.0293,-0.9937,0.1114,-0.0075,0.0434,0.0177,0.0267,-0.0118,-0.0062,-2.6002,1.4448,2.9643
2024-10-11T11:58:42.021Z,0.0216,-0.9968,0.1279,-0.0075,0.0434,0.0177,0.0200,-0.0129,-0.0052,-2.6002,1.4448,2.9643
2024-10-11T11:58:42.031Z,0.0262,-0.9944,0.1389,-0.0075,0.0434,0.0177,0.0194,-0.0163,-0.0039,-2.6002,1.4448,2.9643
2024-10-11T11:58:42.041Z,0.0284,-0.9913,0.1386,-0.0972,0.0055,-0.1953,0.0202,-0.0143,-0.0015,-2.6006,1.4443,2.9639
2024-10-11T11:58:42.050Z,0.0350,-0.9944,0.1426,-0.0972,0.0055,-0.1953,0.0124,-0.0169,-0.0033,-2.6006,1.4443,2.9639
2024-10-11T11:58:42.061Z,0.0296,-0.9998,0.1510,-0.0972,0.0055,-0.1953,0.0099,-0.0178,-0.0029,-2.6006,1.4443,2.9639
2024-10-11T11:58:42.071Z,0.0109,-1.0008,0.1484,0.1661,0.0836,-0.2693,0.0086,-0.0239,-0.0072,-2.6004,1.4440,2.9630
2024-10-11T11:58:42.081Z,0.0067,-1.0023,0.1495,0.1661,0.0836,-0.2693,0.0068,-0.0185,-0.0060,-2.6004,1.4440,2.9630
2024-10-11T11:58:42.090Z,0.0199,-1.0040,0.1432,0.1661,0.0836,-0.2693,0.0038,-0.0236,-0.0063,-2.6004,1.4440,2.9630
2024-10-11T11:58:42.100Z,0.0242,-1.0002,0.1449,-0.0173,0.0586,-0.1900,0.0035,-0.0177,-0.0048,-2.5989,1.4438,2.9607
2024-10-11T11:58:42.111Z,0.0276,-0.9942,0.1463,-0.0173,0.0586,-0.1900,-0.0007,-0.0184,-0.0080,-2.5989,1.4438,2.9607
2024-10-11T11:58:42.121Z,0.0252,-0.9954,0.1492,-0.0173,0.0586,-0.1900,-0.0059,-0.0184,-0.0038,-2.5989,1.4438,2.9607
2024-10-11T11:58:42.132Z,0.0312,-1.0002,0.1461,-0.0896,0.0837,-0.1314,-0.0042,-0.0201,-0.0037,-2.5976,1.4439,2.9587
2024-10-11T11:58:42.141Z,0.0316,-0.9973,0.1346,-0.0896,0.0837,-0.1314,-0.0073,-0.0152,-0.0057,-2.5976,1.4439,2.9587
2024-10-11T11:58:42.151Z,0.0328,-0.9974,0.1351,-0.0896,0.0837,-0.1314,-0.0080,-0.0168,-0.0026,-2.5976,1.4439,2.9587
2024-10-11T11:58:42.161Z,0.0316,-0.9951,0.1269,-0.0479,0.0152,0.0037,-0.0120,-0.0070,-0.0003,-2.5973,1.4441,2.9579
2024-10-11T11:58:42.170Z,0.0276,-0.9916,0.1259,-0.0479,0.0152,0.0037,-0.0094,-0.0086,0.0015,-2.5973,1.4441,2.9579
2024-10-11T11:58:42.181Z,0.0300,-0.9886,0.1213,-0.0479,0.0152,0.0037,-0.0116,-0.0059,0.0026,-2.5973,1.4441,2.9579
