time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T12:56:53.301Z,-0.0169,-0.9630,0.2166,0.0861,-0.1168,0.0554,-0.0019,-0.0025,0.0086,-2.4794,1.3465,-3.1051
2024-10-11T12:56:53.308Z,-0.0129,-0.9635,0.2166,0.0861,-0.1168,0.0554,-0.0024,0.0011,0.0043,-2.4794,1.3465,-3.1051
2024-10-11T12:56:53.318Z,-0.0130,-0.9634,0.2175,0.0464,-0.1131,0.0461,0.0025,-0.0003,0.0060,-2.4806,1.3466,-3.1042
2024-10-11T12:56:53.329Z,-0.0102,-0.9638,0.2157,0.0464,-0.1131,0.0461,0.0018,0.0029,0.0050,-2.4806,1.3466,-3.1042
2024-10-11T12:56:53.338Z,-0.0108,-0.9668,0.2141,0.0464,-0.1131,0.0461,0.0029,0.0046,0.0051,-2.4806,1.3466,-3.1042
2024-10-11T12:56:53.349Z,-0.0081,-0.9669,0.2133,-0.0044,-0.0791,0.0871,0.0025,0.0041,0.0048,-2.4818,1.3466,-3.1032
2024-10-11T12:56:53.358Z,-0.0092,-0.9686,0.2120,-0.0044,-0.0791,0.0871,0.0021,0.0048,0.0057,-2.4818,1.3466,-3.1032
2024-10-11T12:56:53.368Z,-0.0104,-0.9690,0.2129,-0.0044,-0.0791,0.0871,0.0020,0.0032,0.0067,-2.4818,1.3466,-3.1032
2024-10-11T12:56:53.379Z,-0.0078,-0.9702,0.2148,-0.0094,-0.0464,0.0731,0.0043,0.0047,0.0063,-2.4830,1.3465,-3.1021
2024-10-11T12:56:53.389Z,-0.0022,-0.9711,0.2196,-0.0094,-0.0464,0.0731,0.0054,0.0055,0.0038,-2.4830,1.3465,-3.1021
2024-10-11T12:56:53.399Z,-0.0056,-0.9731,0.2215,-0.0094,-0.0464,0.0731,0.0031,0.0050,0.0066,-2.4830,1.3465,-3.1021
2024-10-11T12:56:53.408Z,-0.0051,-0.9769,0.2245,-0.0386,0.0194,-0.0206,0.0060,0.0060,0.0065,-2.4841,1.3463,-3.1012
2024-10-11T12:56:53.418Z,-0.0077,-0.9776,0.2290,-0.0386,0.0194,-0.0206,0.0065,0.0063,0.0066,-2.4841,1.3463,-3.1012
2024-10-11T12:56:53.429Z,-0.0089,-0.9783,0.2325,-0.0386,0.0194,-0.0206,0.0068,0.0063,0.0067,-2.4841,1.3463,-3.1012
2024-10-11T12:56:53.439Z,-0.0103,-0.9773,0.2321,0.0110,0.0240,-0.0939,0.0048,0.0073,0.0053,-2.4849,1.3462,-3.1004
