time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T14:10:18.385Z,0.0216,-0.9971,0.1213,0.0538,0.0146,-0.3133,0.0212,0.0707,0.0092,3.0017,1.4773,2.8473
2024-10-11T14:10:18.394Z,0.0421,-1.0048,0.1171,0.0538,0.0146,-0.3133,0.0198,0.0708,0.0083,3.0017,1.4773,2.8473
2024-10-11T14:10:18.405Z,0.0403,-1.0102,0.1110,-0.1336,0.1434,-0.2055,0.0201,0.0663,0.0097,2.9974,1.4767,2.8536
2024-10-11T14:10:18.415Z,0.0361,-1.0115,0.1120,-0.1336,0.1434,-0.2055,0.0168,0.0644,0.0079,2.9974,1.4767,2.8536
2024-10-11T14:10:18.425Z,0.0371,-1.0105,0.1104,-0.1336,0.1434,-0.2055,0.0153,0.0654,0.0068,2.9974,1.4767,2.8536
2024-10-11T14:10:18.435Z,0.0408,-1.0097,0.1070,-0.1416,0.1388,-0.1610,0.0117,0.0612,0.0055,2.9940,1.4763,2.8587
2024-10-11T14:10:18.445Z,0.0468,-1.0101,0.1096,-0.1416,0.1388,-0.1610,0.0108,0.0609,0.0090,2.9940,1.4763,2.8587
2024-10-11T14:10:18.455Z,0.0498,-1.0072,0.1130,-0.1416,0.1388,-0.1610,0.0081,0.0598,0.0072,2.9940,1.4763,2.8587
2024-10-11T14:10:18.465Z,0.0499,-1.0039,0.1089,-0.2350,0.0826,-0.1764,0.0081,0.0566,0.0084,2.9905,1.4761,2.8637
2024-10-11T14:10:18.475Z,0.0419,-1.0034,0.1058,-0.2350,0.0826,-0.1764,0.0001,0.0554,0.0083,2.9905,1.4761,2.8637
2024-10-11T14:10:18.485Z,0.0368,-1.0033,0.1029,-0.2350,0.0826,-0.1764,0.0019,0.0488,0.0096,2.9905,1.4761,2.8637
2024-10-11T14:10:18.495Z,0.0341,-1.0011,0.1063,-0.0837,0.0544,-0.1497,-0.0011,0.0463,0.0043,2.9875,1.4761,2.8679
2024-10-11T14:10:18.505Z,0.0281,-0.9965,0.1080,-0.0837,0.0544,-0.1497,0.0000,0.0448,0.0058,2.9875,1.4761,2.8679
2024-10-11T14:10:18.515Z,0.0220,-0.9962,0.1116,-0.0837,0.0544,-0.1497,-0.0027,0.0409,0.0042,2.9875,1.4761,2.8679
2024-10-11T14:10:18.525Z,0.0229,-0.9972,0.1058,0.0235,0.0164,-0.1448,-0.0027,0.0398,0.0020,2.9860,1.4762,2.8704
2024-10-11T14:10:18.535Z,0.0170,-0.9992,0.0977,0.0235,0.0164,-0.1448,-0.0005,0.0370,-0.0019,2.9860,1.4762,2.8704
2024-10-11T14:10:18.544Z,0.0124,-0.9995,0.0947,0.0235,0.0164,-0.1448,0.0001,0.0330,-0.0054,2.9860,1.4762,2.8704
2024-10-11T14:10:18.555Z,0.0042,-0.9998,0.0927,0.2071,0.0424,-0.0158,-0.0014,0.0335,-0.0077,2.9872,1.4761,2.8700
2024-10-11T14:10:18.565Z,0.0064,-1.0013,0.0896,0.2071,0.0424,-0.0158,-0.0011,0.0364,-0.0132,2.9872,1.4761,2.8700
2024-10-11T14:10:18.575Z,0.0063,-1.0037,0.0881,0.2071,0.0424,-0.0158,-0.0019,0.0349,-0.0160,2.9872,1.4761,2.8700
2024-10-11T14:10:18.585Z,-0.0007,-1.0042,0.0834,0.2594,0.0857,0.0763,0.0004,0.0324,-0.0214,2.9914,1.4760,2.8666
2024-10-11T14:10:18.595Z,-0.0019,-1.0033,0.0816,0.2594,0.0857,0.0763,0.0002,0.0307,-0.0236,2.9914,1.4760,2.8666
2024-10-11T14:10:18.605Z,0.0004,-1.0061,0.0801,0.2594,0.0857,0.0763,0.0025,0.0296,-0.0272,2.9914,1.4760,2.8666
2024-10-11T14:10:18.616Z,0.0083,-1.0042,0.0815,0.1771,0.0854,0.0953,0.0007,0.0315,-0.0297,2.9988,1.4757,2.8599
2024-10-11T14:10:18.625Z,0.0121,-1.0026,0.0860,0.1771,0.0854,0.0953,0.0008,0.0343,-0.0294,2.9988,1.4757,2.8599
2024-10-11T14:10:18.635Z,0.0133,-1.0023,0.0927,0.1771,0.0854,0.0953,-0.0006,0.0381,-0.0334,2.9988,1.4757,2.8599
2024-10-11T14:10:18.644Z,0.0136,-1.0039,0.0912,0.1335,0.0832,0.0004,-0.0002,0.0424,-0.0349,3.0080,1.4755,2.8517
2024-10-11T14:10:18.655Z,0.0157,-1.0048,0.0864,0.1335,0.0832,0.0004,0.0014,0.0458,-0.0326,3.0080,1.4755,2.8517
2024-10-11T14:10:18.665Z,0.0138,-1.0065,0.0854,0.1335,0.0832,0.0004,0.0003,0.0501,-0.0362,3.0080,1.4755,2.8517
2024-10-11T14:10:18.675Z,0.0185,-1.0068,0.0861,0.0935,0.1113,0.0507,-0.0022,0.0571,-0.0346,3.0178,1.4752,2.8432
2024-10-11T14:10:18.685Z,0.0239,-1.0070,0.0848,0.0935,0.1113,0.0507,-0.0022,0.0600,-0.0356,3.0178,1.4752,2.8432
2024-10-11T14:10:18.695Z,0.0308,-1.0043,0.0841,0.0935,0.1113,0.0507,-0.0011,0.0642,-0.0330,3.0178,1.4752,2.8432
2024-10-11T14:10:18.705Z,0.0368,-1.0008,0.0870,-0.0779,0.0525,0.0417,-0.0033,0.0719,-0.0320,3.0274,1.4750,2.8353
2024-10-11T14:10:18.715Z,0.0356,-0.9956,0.0861,-0.0779,0.0525,0.0417,-0.0066,0.0766,-0.0295,3.0274,1.4750,2.8353
2024-10-11T14:10:18.725Z,0.0326,-0.9946,0.0887,-0.0779,0.0525,0.0417,-0.0089,0.0759,-0.0277,3.0274,1.4750,2.8353
2024-10-11T14:10:18.735Z,0.0366,-0.9900,0.0912,-0.0694,-0.0529,-0.0001,-0.0100,0.0828,-0.0276,3.0360,1.4748,2.8287
2024-10-11T14:10:18.745Z,0.0370,-0.9890,0.0958,-0.0694,-0.0529,-0.0001,-0.0099,0.0840,-0.0234,3.0360,1.4748,2.8287
2024-10-11T14:10:18.754Z,0.0314,-0.9913,0.0987,-0.0694,-0.0529,-0.0001,-0.0131,0.0800,-0.0242,3.0360,1.4748,2.8287
2024-10-11T14:10:18.765Z,0.0271,-0.9835,0.0994,0.0292,-0.1166,-0.0830,-0.0147,0.0814,-0.0244,3.0444,1.4749,2.8225
2024-10-11T14:10:18.775Z,0.0254,-0.9839,0.0923,0.0292,-0.1166,-0.0830,-0.0151,0.0823,-0.0251,3.0444,1.4749,2.8225
2024-10-11T14:10:18.785Z,0.0323,-1.0103,0.0920,0.0292,-0.1166,-0.0830,-0.0114,0.0804,-0.0226,3.0444,1.4749,2.8225
2024-10-11T14:10:18.795Z,0.0394,-1.0089,0.0881,-0.0865,0.1326,0.0246,-0.0139,0.0824,-0.0234,3.0527,1.4751,2.8165
2024-10-11T14:10:18.805Z,0.0330,-1.0169,0.0954,-0.0865,0.1326,0.0246,-0.0132,0.0905,-0.0208,3.0527,1.4751,2.8165
2024-10-11T14:10:18.815Z,0.0353,-1.0123,0.0943,-0.0865,0.1326,0.0246,-0.0108,0.0904,-0.0146,3.0527,1.4751,2.8165
2024-10-11T14:10:18.827Z,0.0414,-1.0068,0.0930,-0.1040,0.1112,-0.0260,-0.0136,0.0942,-0.0155,3.0588,1.4752,2.8128
2024-10-11T14:10:18.835Z,0.0303,-1.0112,0.1048,-0.1040,0.1112,-0.0260,-0.0130,0.0987,-0.0124,3.0588,1.4752,2.8128
2024-10-11T14:10:18.845Z,0.0325,-1.0034,0.1054,-0.1040,0.1112,-0.0260,-0.0133,0.1030,-0.0106,3.0588,1.4752,2.8128
2024-10-11T14:10:18.855Z,0.0237,-1.0086,0.1131,0.0707,0.1292,-0.2265,-0.0134,0.1081,-0.0133,3.0636,1.4755,2.8109
2024-10-11T14:10:18.865Z,0.0271,-1.0053,0.1183,0.0707,0.1292,-0.2265,-0.0131,0.1088,-0.0108,3.0636,1.4755,2.8109
2024-10-11T14:10:18.875Z,0.0372,-1.0107,0.1200,0.0707,0.1292,-0.2265,-0.0143,0.1144,-0.0080,3.0636,1.4755,2.8109
2024-10-11T14:10:18.885Z,0.0369,-1.0121,0.1222,-0.0595,0.1633,-0.3186,-0.0136,0.1135,-0.0054,3.0670,1.4758,2.8107
2024-10-11T14:10:18.895Z,0.0350,-1.0101,0.1271,-0.0595,0.1633,-0.3186,-0.0127,0.1166,-0.0064,3.0670,1.4758,2.8107
2024-10-11T14:10:18.905Z,0.0400,-1.0099,0.1247,-0.0595,0.1633,-0.3186,-0.0142,0.1185,-0.0034,3.0670,1.4758,2.8107
2024-10-11T14:10:18.915Z,0.0457,-1.0085,0.1203,-0.1475,0.1272,-0.3021,-0.0150,0.1206,-0.0031,3.0690,1.4761,2.8119
2024-10-11T14:10:18.925Z,0.0474,-1.0047,0.1171,-0.1475,0.1272,-0.3021,-0.0138,0.1223,0.0001,3.0690,1.4761,2.8119
2024-10-11T14:10:18.935Z,0.0413,-1.0014,0.1141,-0.1475,0.1272,-0.3021,-0.0136,0.1225,0.0005,3.0690,1.4761,2.8119
2024-10-11T14:10:18.945Z,0.0364,-0.9953,0.1110,-0.0594,-0.0020,-0.2138,-0.0160,0.1225,0.0008,3.0703,1.4765,2.8140
2024-10-11T14:10:18.955Z,0.0367,-0.9938,0.1080,-0.0594,-0.0020,-0.2138,-0.0171,0.1214,0.0003,3.0703,1.4765,2.8140
2024-10-11T14:10:18.965Z,0.0384,-0.9947,0.1048,-0.0594,-0.0020,-0.2138,-0.0145,0.1181,-0.0013,3.0703,1.4765,2.8140
2024-10-11T14:10:18.976Z,0.0343,-0.9935,0.1000,-0.0428,-0.0205,-0.1091,-0.0149,0.1189,0.0003,3.0715,1.4769,2.8161
2024-10-11T14:10:18.985Z,0.0312,-0.9926,0.1035,-0.0428,-0.0205,-0.1091,-0.0172,0.1121,-0.0021,3.0715,1.4769,2.8161
2024-10-11T14:10:18.995Z,0.0249,-0.9907,0.1038,-0.0428,-0.0205,-0.1091,-0.0169,0.1081,-0.0041,3.0715,1.4769,2.8161
2024-10-11T14:10:19.005Z,0.0269,-0.9934,0.0973,0.0284,-0.0215,-0.0869,-0.0200,0.1040,-0.0074,3.0740,1.4773,2.8166
2024-10-11T14:10:19.015Z,0.0264,-0.9945,0.0985,0.0284,-0.0215,-0.0869,-0.0239,0.0855,-0.0113,3.0740,1.4773,2.8166
2024-10-11T14:10:19.027Z,0.0187,-0.9926,0.0961,0.1280,-0.0342,-0.0639,-0.0239,0.0855,-0.0113,3.0795,1.4778,2.8135
2024-10-11T14:10:19.035Z,0.0169,-0.9922,0.0944,0.1280,-0.0342,-0.0639,-0.0246,0.0803,-0.0152,3.0795,1.4778,2.8135
2024-10-11T14:10:19.045Z,0.0145,-0.9929,0.0889,0.1280,-0.0342,-0.0639,-0.0256,0.0771,-0.0200,3.0795,1.4778,2.8135
2024-10-11T14:10:19.055Z,0.0097,-0.9930,0.0851,0.1280,-0.0342,-0.0639,-0.0264,0.0714,-0.0248,3.0795,1.4778,2.8135
2024-10-11T14:10:19.066Z,0.0127,-0.9902,0.0852,0.1739,-0.0537,0.0203,-0.0295,0.0640,-0.0312,3.0887,1.4783,2.8063
2024-10-11T14:10:19.076Z,0.0196,-0.9875,0.0834,0.1739,-0.0537,0.0203,-0.0295,0.0640,-0.0312,3.0887,1.4783,2.8063
2024-10-11T14:10:19.086Z,0.0191,-0.9875,0.0835,0.1739,-0.0537,0.0203,-0.0303,0.0568,-0.0307,3.0887,1.4783,2.8063
2024-10-11T14:10:19.096Z,0.0196,-0.9856,0.0769,0.1132,-0.0999,0.0939,-0.0319,0.0573,-0.0362,3.1010,1.4788,2.7956
2024-10-11T14:10:19.106Z,0.0220,-0.9822,0.0718,0.1132,-0.0999,0.0939,-0.0305,0.0536,-0.0340,3.1010,1.4788,2.7956
2024-10-11T14:10:19.116Z,0.0271,-0.9749,0.0661,0.1132,-0.0999,0.0939,-0.0293,0.0557,-0.0332,3.1010,1.4788,2.7956
2024-10-11T14:10:19.127Z,0.0311,-0.9751,0.0605,0.0093,-0.2030,0.2471,-0.0293,0.0557,-0.0332,3.1146,1.4792,2.7835
2024-10-11T14:10:19.136Z,0.0369,-0.9730,0.0607,0.0093,-0.2030,0.2471,-0.0196,0.0586,-0.0298,3.1146,1.4792,2.7835
2024-10-11T14:10:19.146Z,0.0452,-0.9697,0.0631,0.0093,-0.2030,0.2471,-0.0168,0.0610,-0.0292,3.1146,1.4792,2.7835
2024-10-11T14:10:19.156Z,0.0482,-0.9686,0.0600,-0.1513,-0.2673,0.2469,-0.0095,0.0650,-0.0282,3.1261,1.4794,2.7735
2024-10-11T14:10:19.164Z,0.0480,-0.9702,0.0582,-0.1513,-0.2673,0.2469,-0.0095,0.0650,-0.0282,3.1261,1.4794,2.7735
2024-10-11T14:10:19.178Z,0.0464,-0.9694,0.0555,-0.1089,-0.2503,0.2398,-0.0032,0.0652,-0.0250,3.1347,1.4794,2.7666
2024-10-11T14:10:19.185Z,0.0445,-0.9703,0.0605,-0.1089,-0.2503,0.2398,-0.0032,0.0652,-0.0250,3.1347,1.4794,2.7666
2024-10-11T14:10:19.194Z,0.0499,-0.9707,0.0634,-0.1089,-0.2503,0.2398,-0.0005,0.0618,-0.0198,3.1347,1.4794,2.7666
2024-10-11T14:10:19.205Z,0.0475,-0.9708,0.0653,-0.1089,-0.2503,0.2398,0.0085,0.0623,-0.0162,3.1347,1.4794,2.7666
2024-10-11T14:10:19.215Z,0.0412,-0.9783,0.0636,-0.0727,-0.1716,0.2112,0.0106,0.0614,-0.0157,3.1399,1.4791,2.7632
2024-10-11T14:10:19.226Z,0.0419,-0.9826,0.0630,-0.0727,-0.1716,0.2112,0.0126,0.0627,-0.0131,3.1399,1.4791,2.7632
2024-10-11T14:10:19.235Z,0.0405,-0.9850,0.0667,-0.0727,-0.1716,0.2112,0.0136,0.0601,-0.0126,3.1399,1.4791,2.7632
2024-10-11T14:10:19.246Z,0.0377,-0.9867,0.0698,-0.0350,-0.0892,0.1546,0.0180,0.0579,-0.0106,-3.1409,1.4786,2.7623
2024-10-11T14:10:19.255Z,0.0369,-0.9936,0.0700,-0.0350,-0.0892,0.1546,0.0194,0.0569,-0.0116,-3.1409,1.4786,2.7623
2024-10-11T14:10:19.264Z,0.0318,-0.9988,0.0731,-0.0350,-0.0892,0.1546,0.0194,0.0569,-0.0116,-3.1409,1.4786,2.7623
2024-10-11T14:10:19.277Z,0.0261,-1.0031,0.0795,0.0799,0.0725,0.0654,0.0210,0.0530,-0.0102,-3.1400,1.4780,2.7629
2024-10-11T14:10:19.285Z,0.0227,-1.0045,0.0796,0.0799,0.0725,0.0654,0.0183,0.0494,-0.0109,-3.1400,1.4780,2.7629
2024-10-11T14:10:19.295Z,0.0269,-1.0052,0.0830,0.0799,0.0725,0.0654,0.0168,0.0489,-0.0086,-3.1400,1.4780,2.7629
2024-10-11T14:10:19.305Z,0.0291,-1.0054,0.0885,0.0529,0.0958,-0.0169,0.0149,0.0546,-0.0093,-3.1395,1.4773,2.7636
2024-10-11T14:10:19.315Z,0.0296,-1.0047,0.0993,0.0529,0.0958,-0.0169,0.0141,0.0509,-0.0086,-3.1395,1.4773,2.7636
2024-10-11T14:10:19.327Z,0.0233,-1.0025,0.1044,0.2156,0.0501,-0.1914,0.0107,0.0550,-0.0085,-3.1389,1.4769,2.7644
2024-10-11T14:10:19.335Z,0.0126,-1.0007,0.1067,0.2156,0.0501,-0.1914,0.0096,0.0598,-0.0082,-3.1389,1.4769,2.7644
2024-10-11T14:10:19.345Z,0.0079,-1.0031,0.1068,0.2156,0.0501,-0.1914,0.0053,0.0646,-0.0065,-3.1389,1.4769,2.7644
2024-10-11T14:10:19.356Z,0.0077,-1.0012,0.1115,0.2156,0.0501,-0.1914,0.0030,0.0709,-0.0070,-3.1389,1.4769,2.7644
2024-10-11T14:10:19.365Z,0.0064,-0.9958,0.1173,0.2768,0.0019,-0.2918,0.0021,0.0777,-0.0078,-3.1380,1.4765,2.7652
2024-10-11T14:10:19.375Z,0.0008,-0.9937,0.1211,0.2768,0.0019,-0.2918,0.0003,0.0866,-0.0050,-3.1380,1.4765,2.7652
2024-10-11T14:10:19.385Z,-0.0068,-0.9969,0.1210,0.2768,0.0019,-0.2918,-0.0027,0.0924,-0.0039,-3.1380,1.4765,2.7652
