time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T12:23:27.871Z,0.0115,-0.9907,0.0909,-0.0442,-0.0216,0.2220,0.0209,0.0357,-0.0173,-2.5270,1.4553,3.0846
2024-10-11T12:23:27.881Z,-0.0140,-1.0006,0.1137,-0.0442,-0.0216,0.2220,0.0149,0.0297,-0.0209,-2.5270,1.4553,3.0846
2024-10-11T12:23:27.891Z,-0.0062,-1.0048,0.1234,0.2127,0.0830,0.0158,0.0143,0.0306,-0.0230,-2.5221,1.4549,3.0805
2024-10-11T12:23:27.901Z,-0.0124,-1.0094,0.1331,0.2127,0.0830,0.0158,0.0099,0.0286,-0.0249,-2.5221,1.4549,3.0805
2024-10-11T12:23:27.911Z,-0.0193,-1.0128,0.1442,0.2127,0.0830,0.0158,0.0060,0.0203,-0.0263,-2.5221,1.4549,3.0805
2024-10-11T12:23:27.921Z,-0.0231,-1.0159,0.1506,0.2699,0.1909,-0.2946,0.0020,0.0103,-0.0305,-2.5156,1.4547,3.0745
2024-10-11T12:23:27.931Z,-0.0292,-1.0161,0.1470,0.2699,0.1909,-0.2946,-0.0020,0.0057,-0.0330,-2.5156,1.4547,3.0745
2024-10-11T12:23:27.941Z,-0.0290,-1.0149,0.1449,0.2699,0.1909,-0.2946,-0.0033,0.0035,-0.0373,-2.5156,1.4547,3.0745
2024-10-11T12:23:27.951Z,-0.0190,-1.0082,0.1467,0.3586,0.2082,-0.2852,-0.0087,0.0030,-0.0399,-2.5064,1.4547,3.0653
2024-10-11T12:23:27.961Z,-0.0190,-1.0082,0.1467,0.3586,0.2082,-0.2852,-0.0110,-0.0000,-0.0386,-2.5064,1.4547,3.0653
2024-10-11T12:23:27.971Z,-0.0002,-0.9920,0.1366,0.3586,0.2082,-0.2852,-0.0176,-0.0011,-0.0402,-2.5064,1.4547,3.0653
2024-10-11T12:23:27.981Z,-0.0087,-0.9857,0.1288,0.1102,-0.0202,-0.2071,-0.0183,0.0007,-0.0434,-2.4961,1.4550,3.0549
2024-10-11T12:23:27.991Z,-0.0123,-0.9756,0.1174,0.1102,-0.0202,-0.2071,-0.0199,0.0052,-0.0470,-2.4961,1.4550,3.0549
2024-10-11T12:23:28.001Z,-0.0152,-0.9675,0.1106,0.1102,-0.0202,-0.2071,-0.0205,0.0091,-0.0471,-2.4961,1.4550,3.0549
2024-10-11T12:23:28.011Z,-0.0153,-0.9635,0.1114,0.2638,-0.2588,0.0300,-0.0205,0.0091,-0.0471,-2.4839,1.4553,3.0427
2024-10-11T12:23:28.021Z,-0.0035,-0.9591,0.1183,0.2638,-0.2588,0.0300,-0.0260,0.0134,-0.0507,-2.4839,1.4553,3.0427
2024-10-11T12:23:28.030Z,-0.0035,-0.9591,0.1183,0.2638,-0.2588,0.0300,-0.0257,0.0109,-0.0516,-2.4839,1.4553,3.0427
2024-10-11T12:23:28.041Z,0.0034,-0.9585,0.1091,0.0822,-0.3414,0.0544,-0.0258,0.0067,-0.0500,-2.4707,1.4559,3.0297
2024-10-11T12:23:28.051Z,0.0064,-0.9615,0.1038,0.0822,-0.3414,0.0544,-0.0299,0.0023,-0.0474,-2.4707,1.4559,3.0297
2024-10-11T12:23:28.061Z,0.0012,-0.9657,0.1027,0.0822,-0.3414,0.0544,-0.0299,0.0023,-0.0474,-2.4707,1.4559,3.0297
2024-10-11T12:23:28.071Z,0.0069,-0.9715,0.0969,0.0446,-0.2301,0.1314,-0.0341,0.0036,-0.0443,-2.4582,1.4565,3.0172
2024-10-11T12:23:28.080Z,0.0069,-0.9715,0.0969,0.0446,-0.2301,0.1314,-0.0341,0.0036,-0.0443,-2.4582,1.4565,3.0172
2024-10-11T12:23:28.091Z,0.0054,-0.9721,0.0935,0.0446,-0.2301,0.1314,-0.0341,0.0138,-0.0422,-2.4582,1.4565,3.0172
2024-10-11T12:23:28.101Z,0.0023,-0.9782,0.0855,0.1279,-0.1375,0.2634,-0.0349,0.0208,-0.0405,-2.4469,1.4573,3.0059
2024-10-11T12:23:28.111Z,0.0052,-0.9875,0.0829,0.1279,-0.1375,0.2634,-0.0349,0.0208,-0.0405,-2.4469,1.4573,3.0059
2024-10-11T12:23:28.121Z,0.0125,-0.9941,0.0795,0.1279,-0.1375,0.2634,-0.0285,0.0299,-0.0383,-2.4469,1.4573,3.0059
2024-10-11T12:23:28.131Z,0.0140,-1.0038,0.0785,0.0303,0.1102,0.3339,-0.0201,0.0360,-0.0353,-2.4362,1.4580,2.9958
2024-10-11T12:23:28.141Z,0.0105,-1.0106,0.0737,0.0303,0.1102,0.3339,-0.0162,0.0393,-0.0332,-2.4362,1.4580,2.9958
2024-10-11T12:23:28.151Z,0.0138,-1.0212,0.0723,0.0303,0.1102,0.3339,-0.0145,0.0443,-0.0320,-2.4362,1.4580,2.9958
2024-10-11T12:23:28.161Z,0.0235,-1.0251,0.0851,-0.0711,0.3183,0.2552,-0.0145,0.0443,-0.0320,-2.4270,1.4584,2.9876
2024-10-11T12:23:28.171Z,0.0250,-1.0286,0.0896,-0.0711,0.3183,0.2552,-0.0106,0.0526,-0.0241,-2.4270,1.4584,2.9876
2024-10-11T12:23:28.181Z,0.0290,-1.0271,0.1005,-0.0711,0.3183,0.2552,-0.0091,0.0572,-0.0252,-2.4270,1.4584,2.9876
2024-10-11T12:23:28.191Z,0.0191,-1.0282,0.1064,-0.0543,0.3204,0.0841,-0.0099,0.0584,-0.0227,-2.4201,1.4586,2.9820
2024-10-11T12:23:28.200Z,0.0191,-1.0282,0.1064,-0.0543,0.3204,0.0841,-0.0100,0.0614,-0.0202,-2.4201,1.4586,2.9820
2024-10-11T12:23:28.211Z,0.0226,-1.0274,0.1056,-0.0543,0.3204,0.0841,-0.0121,0.0699,-0.0191,-2.4201,1.4586,2.9820
2024-10-11T12:23:28.221Z,0.0336,-1.0331,0.1115,-0.1014,0.3547,0.0074,-0.0059,0.0677,-0.0171,-2.4147,1.4587,2.9784
2024-10-11T12:23:28.231Z,0.0336,-1.0331,0.1115,-0.1014,0.3547,0.0074,-0.0067,0.0753,-0.0167,-2.4147,1.4587,2.9784
2024-10-11T12:23:28.241Z,0.0350,-1.0297,0.0985,-0.1014,0.3547,0.0074,-0.0048,0.0754,-0.0124,-2.4147,1.4587,2.9784
2024-10-11T12:23:28.252Z,0.0460,-1.0276,0.0924,-0.1714,0.3486,0.1138,-0.0029,0.0796,-0.0122,-2.4105,1.4588,2.9762
2024-10-11T12:23:28.261Z,0.0460,-1.0276,0.0924,-0.1714,0.3486,0.1138,-0.0020,0.0827,-0.0122,-2.4105,1.4588,2.9762
2024-10-11T12:23:28.271Z,0.0388,-1.0209,0.0861,-0.1714,0.3486,0.1138,-0.0018,0.0879,-0.0060,-2.4105,1.4588,2.9762
2024-10-11T12:23:28.281Z,0.0494,-1.0166,0.0897,-0.2118,0.2559,0.2133,-0.0018,0.0890,-0.0055,-2.4083,1.4588,2.9762
2024-10-11T12:23:28.291Z,0.0494,-1.0166,0.0897,-0.2118,0.2559,0.2133,-0.0024,0.0951,-0.0024,-2.4083,1.4588,2.9762
