time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T12:15:33.622Z,-0.0056,-0.9913,0.1269,0.0382,0.0184,0.1639,0.0066,0.0065,-0.0017,-2.3206,1.4244,-3.1304
2024-10-11T12:15:33.627Z,-0.0036,-0.9931,0.1360,0.0382,0.0184,0.1639,0.0089,0.0043,-0.0049,-2.3206,1.4244,-3.1304
2024-10-11T12:15:33.637Z,0.0066,-0.9849,0.1296,0.0487,0.0251,0.1449,0.0147,-0.0048,-0.0023,-2.3199,1.4241,-3.1313
2024-10-11T12:15:33.647Z,-0.0042,-0.9981,0.1444,0.0487,0.0251,0.1449,0.0135,0.0008,-0.0038,-2.3199,1.4241,-3.1313
2024-10-11T12:15:33.657Z,-0.0157,-0.9905,0.1373,0.0487,0.0251,0.1449,0.0146,-0.0015,-0.0042,-2.3199,1.4241,-3.1313
2024-10-11T12:15:33.667Z,0.0124,-0.9889,0.1417,-0.0772,-0.0622,0.0840,0.0169,-0.0099,-0.0047,-2.3194,1.4237,-3.1321
2024-10-11T12:15:33.677Z,0.0124,-0.9889,0.1417,-0.0772,-0.0622,0.0840,0.0146,-0.0056,-0.0074,-2.3194,1.4237,-3.1321
2024-10-11T12:15:33.687Z,0.0002,-0.9909,0.1483,-0.0772,-0.0622,0.0840,0.0178,-0.0131,-0.0027,-2.3194,1.4237,-3.1321
2024-10-11T12:15:33.697Z,-0.0072,-0.9946,0.1486,-0.0261,0.0477,-0.0197,0.0153,-0.0082,-0.0037,-2.3188,1.4233,-3.1332
2024-10-11T12:15:33.707Z,-0.0074,-0.9876,0.1496,-0.0261,0.0477,-0.0197,0.0157,-0.0112,-0.0052,-2.3188,1.4233,-3.1332
2024-10-11T12:15:33.717Z,-0.0074,-0.9876,0.1496,-0.0261,0.0477,-0.0197,0.0113,-0.0121,-0.0053,-2.3188,1.4233,-3.1332
2024-10-11T12:15:33.727Z,0.0008,-0.9897,0.1536,-0.0009,-0.0054,-0.0756,0.0124,-0.0088,-0.0044,-2.3180,1.4229,-3.1346
2024-10-11T12:15:33.738Z,-0.0049,-0.9878,0.1557,-0.0009,-0.0054,-0.0756,0.0109,-0.0094,-0.0023,-2.3180,1.4229,-3.1346
2024-10-11T12:15:33.748Z,-0.0042,-0.9846,0.1578,-0.0009,-0.0054,-0.0756,0.0119,-0.0124,-0.0017,-2.3180,1.4229,-3.1346
2024-10-11T12:15:33.758Z,-0.0054,-0.9864,0.1585,0.0230,-0.0345,-0.1090,0.0096,-0.0129,-0.0014,-2.3176,1.4225,-3.1356
2024-10-11T12:15:33.768Z,-0.0080,-0.9850,0.1602,0.0230,-0.0345,-0.1090,0.0042,-0.0122,-0.0031,-2.3176,1.4225,-3.1356
2024-10-11T12:15:33.778Z,-0.0081,-0.9848,0.1640,0.0230,-0.0345,-0.1090,0.0042,-0.0160,-0.0019,-2.3176,1.4225,-3.1356
2024-10-11T12:15:33.788Z,-0.0067,-0.9857,0.1643,0.0598,-0.0401,-0.1636,0.0048,-0.0174,-0.0028,-2.3173,1.4223,-3.1366
2024-10-11T12:15:33.798Z,-0.0073,-0.9881,0.1653,0.0598,-0.0401,-0.1636,-0.0000,-0.0165,-0.0048,-2.3173,1.4223,-3.1366
2024-10-11T12:15:33.808Z,-0.0021,-0.9908,0.1630,0.0598,-0.0401,-0.1636,0.0004,-0.0160,-0.0024,-2.3173,1.4223,-3.1366
2024-10-11T12:15:33.818Z,-0.0013,-0.9925,0.1640,-0.0071,0.0247,-0.1572,-0.0010,-0.0211,-0.0027,-2.3167,1.4222,-3.1379
2024-10-11T12:15:33.827Z,-0.0013,-0.9925,0.1640,-0.0071,0.0247,-0.1572,0.0004,-0.0186,-0.0036,-2.3167,1.4222,-3.1379
2024-10-11T12:15:33.838Z,-0.0033,-0.9937,0.1575,-0.0071,0.0247,-0.1572,-0.0026,-0.0193,-0.0017,-2.3167,1.4222,-3.1379
2024-10-11T12:15:33.847Z,-0.0075,-0.9943,0.1534,0.0420,0.0419,-0.0701,-0.0034,-0.0179,-0.0037,-2.3165,1.4222,-3.1390
2024-10-11T12:15:33.858Z,-0.0081,-0.9957,0.1523,0.0420,0.0419,-0.0701,-0.0045,-0.0200,-0.0044,-2.3165,1.4222,-3.1390
2024-10-11T12:15:33.868Z,-0.0084,-0.9922,0.1533,0.0420,0.0419,-0.0701,-0.0038,-0.0205,-0.0054,-2.3165,1.4222,-3.1390
2024-10-11T12:15:33.877Z,-0.0056,-0.9915,0.1535,0.0710,0.0301,-0.0656,-0.0033,-0.0191,-0.0044,-2.3161,1.4222,-3.1402
2024-10-11T12:15:33.888Z,-0.0027,-0.9904,0.1535,0.0710,0.0301,-0.0656,-0.0034,-0.0200,-0.0037,-2.3161,1.4222,-3.1402
2024-10-11T12:15:33.897Z,-0.0045,-0.9897,0.1511,0.0710,0.0301,-0.0656,-0.0033,-0.0185,-0.0034,-2.3161,1.4222,-3.1402
2024-10-11T12:15:33.908Z,-0.0045,-0.9897,0.1511,0.0251,-0.0026,-0.0411,-0.0034,-0.0181,-0.0020,-2.3157,1.4222,-3.1414
2024-10-11T12:15:33.918Z,-0.0009,-0.9872,0.1504,0.0251,-0.0026,-0.0411,-0.0032,-0.0175,-0.0016,-2.3157,1.4222,-3.1414
2024-10-11T12:15:33.928Z,-0.0052,-0.9849,0.1497,0.0251,-0.0026,-0.0411,-0.0019,-0.0123,-0.0027,-2.3157,1.4222,-3.1414
2024-10-11T12:15:33.937Z,-0.0048,-0.9826,0.1479,0.0575,-0.0569,-0.0150,-0.0026,-0.0090,0.0010,-2.3156,1.4222,3.1409
2024-10-11T12:15:33.948Z,-0.0052,-0.9817,0.1459,0.0575,-0.0569,-0.0150,-0.0036,-0.0062,0.0012,-2.3156,1.4222,3.1409
2024-10-11T12:15:33.958Z,-0.0050,-0.9807,0.1429,0.0575,-0.0569,-0.0150,0.0004,-0.0042,-0.0012,-2.3156,1.4222,3.1409
2024-10-11T12:15:33.968Z,-0.0058,-0.9805,0.1424,0.0491,-0.0799,0.0521,-0.0025,-0.0007,-0.0000,-2.3161,1.4222,3.1410
2024-10-11T12:15:33.977Z,-0.0055,-0.9808,0.1436,0.0491,-0.0799,0.0521,0.0000,0.0016,0.0030,-2.3161,1.4222,3.1410
2024-10-11T12:15:33.988Z,-0.0082,-0.9819,0.1455,0.0491,-0.0799,0.0521,0.0025,0.0040,0.0044,-2.3161,1.4222,3.1410
2024-10-11T12:15:33.997Z,-0.0098,-0.9828,0.1460,0.0978,-0.0588,0.0311,0.0019,0.0111,0.0032,-2.3169,1.4221,3.1416
2024-10-11T12:15:34.008Z,-0.0051,-0.9825,0.1478,0.0978,-0.0588,0.0311,0.0017,0.0114,0.0028,-2.3169,1.4221,3.1416
2024-10-11T12:15:34.017Z,-0.0068,-0.9838,0.1445,0.0978,-0.0588,0.0311,0.0034,0.0152,0.0042,-2.3169,1.4221,3.1416
2024-10-11T12:15:34.028Z,-0.0046,-0.9853,0.1446,0.0546,-0.0386,0.0448,0.0068,0.0210,0.0066,-2.3180,1.4220,-3.1403
2024-10-11T12:15:34.037Z,-0.0061,-0.9838,0.1454,0.0546,-0.0386,0.0448,0.0030,0.0258,0.0035,-2.3180,1.4220,-3.1403
2024-10-11T12:15:34.047Z,-0.0085,-0.9831,0.1445,0.0546,-0.0386,0.0448,0.0028,0.0250,0.0067,-2.3180,1.4220,-3.1403
2024-10-11T12:15:34.058Z,-0.0067,-0.9827,0.1440,0.0785,-0.0580,0.0386,0.0062,0.0289,0.0028,-2.3196,1.4219,-3.1383
2024-10-11T12:15:34.067Z,-0.0077,-0.9816,0.1413,0.0785,-0.0580,0.0386,0.0054,0.0304,0.0017,-2.3196,1.4219,-3.1383
2024-10-11T12:15:34.077Z,-0.0063,-0.9828,0.1411,0.0785,-0.0580,0.0386,0.0072,0.0305,0.0043,-2.3196,1.4219,-3.1383
2024-10-11T12:15:34.087Z,-0.0048,-0.9823,0.1435,0.0336,-0.0563,0.0584,0.0095,0.0324,0.0018,-2.3226,1.4217,-3.1347
2024-10-11T12:15:34.098Z,-0.0042,-0.9818,0.1464,0.0336,-0.0563,0.0584,0.0050,0.0328,0.0039,-2.3226,1.4217,-3.1347
2024-10-11T12:15:34.109Z,0.0000,-0.9830,0.1465,0.0336,-0.0563,0.0584,0.0089,0.0347,0.0058,-2.3226,1.4217,-3.1347
2024-10-11T12:15:34.117Z,0.0002,-0.9823,0.1459,-0.0170,-0.0585,0.0242,0.0075,0.0353,0.0047,-2.3256,1.4217,-3.1309
2024-10-11T12:15:34.128Z,0.0020,-0.9831,0.1478,-0.0170,-0.0585,0.0242,0.0077,0.0352,0.0039,-2.3256,1.4217,-3.1309
2024-10-11T12:15:34.137Z,0.0004,-0.9852,0.1465,-0.0170,-0.0585,0.0242,0.0060,0.0360,0.0034,-2.3256,1.4217,-3.1309
2024-10-11T12:15:34.148Z,0.0018,-0.9861,0.1476,-0.0330,-0.0381,0.0176,0.0052,0.0361,0.0028,-2.3269,1.4215,-3.1288
2024-10-11T12:15:34.159Z,-0.0008,-0.9906,0.1502,-0.0330,-0.0381,0.0176,0.0102,0.0353,0.0056,-2.3269,1.4215,-3.1288
2024-10-11T12:15:34.168Z,0.0009,-0.9925,0.1536,-0.0330,-0.0381,0.0176,0.0099,0.0347,0.0035,-2.3269,1.4215,-3.1288
2024-10-11T12:15:34.177Z,0.0042,-0.9952,0.1563,-0.0560,0.0536,-0.0554,0.0057,0.0348,0.0038,-2.3281,1.4213,-3.1268
2024-10-11T12:15:34.187Z,0.0029,-0.9982,0.1549,-0.0560,0.0536,-0.0554,0.0064,0.0348,0.0055,-2.3281,1.4213,-3.1268
2024-10-11T12:15:34.198Z,0.0014,-1.0002,0.1574,-0.0560,0.0536,-0.0554,0.0028,0.0370,0.0050,-2.3281,1.4213,-3.1268
2024-10-11T12:15:34.208Z,0.0014,-1.0002,0.1574,-0.0242,0.1251,-0.0982,0.0045,0.0358,0.0053,-2.3294,1.4211,-3.1247
2024-10-11T12:15:34.217Z,-0.0028,-1.0032,0.1644,-0.0242,0.1251,-0.0982,0.0036,0.0362,0.0068,-2.3294,1.4211,-3.1247
2024-10-11T12:15:34.228Z,-0.0060,-1.0047,0.1661,-0.0242,0.1251,-0.0982,-0.0009,0.0378,0.0037,-2.3294,1.4211,-3.1247
2024-10-11T12:15:34.237Z,-0.0097,-1.0045,0.1698,0.0718,0.1565,-0.1826,-0.0017,0.0392,0.0029,-2.3305,1.4210,-3.1228
2024-10-11T12:15:34.247Z,-0.0057,-1.0043,0.1729,0.0718,0.1565,-0.1826,-0.0041,0.0369,0.0053,-2.3305,1.4210,-3.1228
2024-10-11T12:15:34.258Z,-0.0068,-1.0033,0.1711,0.0718,0.1565,-0.1826,-0.0036,0.0396,0.0029,-2.3305,1.4210,-3.1228
2024-10-11T12:15:34.267Z,-0.0047,-1.0014,0.1698,0.0258,0.1336,-0.2160,-0.0073,0.0353,0.0046,-2.3313,1.4211,-3.1211
2024-10-11T12:15:34.278Z,-0.0067,-1.0002,0.1679,0.0258,0.1336,-0.2160,-0.0092,0.0376,0.0039,-2.3313,1.4211,-3.1211
2024-10-11T12:15:34.287Z,-0.0050,-0.9974,0.1672,0.0258,0.1336,-0.2160,-0.0118,0.0374,0.0013,-2.3313,1.4211,-3.1211
2024-10-11T12:15:34.297Z,-0.0075,-0.9940,0.1643,0.0355,0.0670,-0.1727,-0.0130,0.0379,-0.0017,-2.3318,1.4214,-3.1197
2024-10-11T12:15:34.308Z,-0.0091,-0.9943,0.1603,0.0355,0.0670,-0.1727,-0.0126,0.0407,-0.0014,-2.3318,1.4214,-3.1197
