time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T14:08:50.016Z,0.0148,-0.9967,0.0657,0.0890,-0.0228,-0.2885,0.0175,0.0171,-0.0411,-2.9411,1.5273,2.5591
2024-10-11T14:08:50.022Z,0.0026,-0.9918,0.0608,0.0890,-0.0228,-0.2885,0.0119,0.0209,-0.0416,-2.9411,1.5273,2.5591
2024-10-11T14:08:50.033Z,0.0268,-0.9736,0.0498,-0.0168,-0.2492,-0.1275,0.0152,0.0097,-0.0420,-2.9240,1.5262,2.5424
2024-10-11T14:08:50.043Z,0.0784,-0.9615,0.0579,-0.0168,-0.2492,-0.1275,0.0124,0.0267,-0.0417,-2.9240,1.5262,2.5424
2024-10-11T14:08:50.053Z,0.0351,-0.9989,0.0780,-0.0168,-0.2492,-0.1275,0.0053,0.0345,-0.0402,-2.9240,1.5262,2.5424
2024-10-11T14:08:50.063Z,0.0197,-0.9893,0.0754,0.0648,-0.0948,-0.3749,-0.0004,0.0366,-0.0435,-2.9071,1.5253,2.5260
2024-10-11T14:08:50.073Z,0.0352,-0.9954,0.0751,0.0648,-0.0948,-0.3749,0.0020,0.0436,-0.0397,-2.9071,1.5253,2.5260
2024-10-11T14:08:50.083Z,0.0352,-0.9895,0.0679,0.0648,-0.0948,-0.3749,0.0024,0.0447,-0.0368,-2.9071,1.5253,2.5260
2024-10-11T14:08:50.093Z,0.0568,-0.9891,0.0536,-0.2887,-0.0967,-0.1593,0.0022,0.0481,-0.0336,-2.8891,1.5245,2.5090
2024-10-11T14:08:50.103Z,0.0564,-0.9824,0.0376,-0.2887,-0.0967,-0.1593,0.0027,0.0530,-0.0343,-2.8891,1.5245,2.5090
2024-10-11T14:08:50.113Z,0.0636,-0.9857,0.0367,-0.2887,-0.0967,-0.1593,0.0043,0.0551,-0.0310,-2.8891,1.5245,2.5090
2024-10-11T14:08:50.123Z,0.0606,-0.9824,0.0399,-0.3174,-0.1618,-0.0237,0.0067,0.0586,-0.0270,-2.8747,1.5238,2.4959
2024-10-11T14:08:50.133Z,0.0622,-0.9828,0.0394,-0.3174,-0.1618,-0.0237,0.0064,0.0607,-0.0228,-2.8747,1.5238,2.4959
2024-10-11T14:08:50.143Z,0.0673,-0.9815,0.0437,-0.3174,-0.1618,-0.0237,0.0061,0.0694,-0.0205,-2.8747,1.5238,2.4959
2024-10-11T14:08:50.153Z,0.0672,-0.9822,0.0451,-0.3763,-0.1631,-0.0716,0.0078,0.0740,-0.0157,-2.8673,1.5232,2.4902
2024-10-11T14:08:50.163Z,0.0596,-0.9826,0.0468,-0.3763,-0.1631,-0.0716,0.0099,0.0808,-0.0140,-2.8673,1.5232,2.4902
2024-10-11T14:08:50.173Z,0.0552,-0.9830,0.0521,-0.3763,-0.1631,-0.0716,0.0086,0.0857,-0.0116,-2.8673,1.5232,2.4902
2024-10-11T14:08:50.183Z,0.0487,-0.9838,0.0567,-0.1915,-0.1472,-0.1814,0.0122,0.0935,-0.0079,-2.8650,1.5227,2.4901
2024-10-11T14:08:50.193Z,0.0457,-0.9876,0.0555,-0.1915,-0.1472,-0.1814,0.0114,0.1015,-0.0053,-2.8650,1.5227,2.4901
2024-10-11T14:08:50.204Z,0.0486,-0.9915,0.0591,-0.1915,-0.1472,-0.1814,0.0125,0.1050,-0.0034,-2.8650,1.5227,2.4901
2024-10-11T14:08:50.213Z,0.0648,-0.9929,0.0548,-0.3503,-0.0581,-0.1583,0.0186,0.1120,0.0026,-2.8684,1.5223,2.4963
2024-10-11T14:08:50.222Z,0.0564,-0.9966,0.0563,-0.3503,-0.0581,-0.1583,0.0185,0.1217,0.0078,-2.8684,1.5223,2.4963
2024-10-11T14:08:50.233Z,0.0593,-0.9973,0.0516,-0.3503,-0.0581,-0.1583,0.0220,0.1275,0.0120,-2.8684,1.5223,2.4963
