time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T14:23:27.926Z,0.0261,-0.9787,0.1743,0.1259,-0.0424,0.0161,-0.0001,-0.0013,0.0088,2.9766,1.3952,2.9215
2024-10-11T14:23:27.934Z,0.0189,-0.9761,0.1843,0.1667,-0.0763,-0.1288,-0.0045,0.0078,0.0074,2.9749,1.3953,2.9230
2024-10-11T14:23:27.945Z,0.0180,-0.9751,0.1863,0.1667,-0.0763,-0.1288,-0.0091,0.0109,0.0089,2.9749,1.3953,2.9230
2024-10-11T14:23:27.955Z,0.0156,-0.9760,0.1853,0.1667,-0.0763,-0.1288,-0.0091,0.0123,0.0052,2.9749,1.3953,2.9230
2024-10-11T14:23:27.965Z,0.0163,-0.9774,0.1852,0.2027,-0.0802,-0.1510,-0.0106,0.0157,0.0031,2.9740,1.3957,2.9240
2024-10-11T14:23:27.975Z,0.0161,-0.9794,0.1840,0.2027,-0.0802,-0.1510,-0.0133,0.0162,-0.0011,2.9740,1.3957,2.9240
2024-10-11T14:23:27.985Z,0.0171,-0.9826,0.1786,0.2027,-0.0802,-0.1510,-0.0131,0.0188,0.0001,2.9740,1.3957,2.9240
2024-10-11T14:23:27.995Z,0.0151,-0.9877,0.1767,0.2049,0.0011,-0.0758,-0.0161,0.0235,-0.0037,2.9742,1.3961,2.9241
2024-10-11T14:23:28.005Z,0.0139,-0.9893,0.1745,0.2049,0.0011,-0.0758,-0.0144,0.0251,-0.0085,2.9742,1.3961,2.9241
2024-10-11T14:23:28.015Z,0.0148,-0.9909,0.1719,0.2049,0.0011,-0.0758,-0.0139,0.0273,-0.0090,2.9742,1.3961,2.9241
2024-10-11T14:23:28.025Z,0.0142,-0.9910,0.1694,0.2314,0.0550,-0.0161,-0.0154,0.0302,-0.0125,2.9755,1.3964,2.9235
2024-10-11T14:23:28.035Z,0.0186,-0.9902,0.1685,0.2314,0.0550,-0.0161,-0.0149,0.0332,-0.0143,2.9755,1.3964,2.9235
2024-10-11T14:23:28.045Z,0.0219,-0.9906,0.1663,0.2314,0.0550,-0.0161,-0.0140,0.0394,-0.0163,2.9755,1.3964,2.9235
2024-10-11T14:23:28.055Z,0.0230,-0.9926,0.1647,0.1643,0.0739,0.0289,-0.0126,0.0418,-0.0177,2.9776,1.3966,2.9223
2024-10-11T14:23:28.065Z,0.0273,-0.9911,0.1636,0.1643,0.0739,0.0289,-0.0139,0.0455,-0.0172,2.9776,1.3966,2.9223
2024-10-11T14:23:28.075Z,0.0285,-0.9870,0.1643,0.1643,0.0739,0.0289,-0.0137,0.0498,-0.0161,2.9776,1.3966,2.9223
2024-10-11T14:23:28.084Z,0.0335,-0.9821,0.1645,0.0539,0.0025,0.0425,-0.0131,0.0517,-0.0167,2.9800,1.3969,2.9211
2024-10-11T14:23:28.095Z,0.0326,-0.9805,0.1645,0.0539,0.0025,0.0425,-0.0123,0.0581,-0.0186,2.9800,1.3969,2.9211
2024-10-11T14:23:28.105Z,0.0329,-0.9788,0.1614,0.0539,0.0025,0.0425,-0.0110,0.0607,-0.0169,2.9800,1.3969,2.9211
