time,wx,wy,wz
2024-10-11T10:31:20.026Z,0.0324,-0.0268,0.0422
2024-10-11T10:31:20.037Z,0.0467,0.0133,0.0361
2024-10-11T10:31:20.047Z,0.0573,0.0529,0.0345
2024-10-11T10:31:20.057Z,0.0548,0.0732,0.0333
2024-10-11T10:31:20.069Z,0.0402,0.0758,0.0282
2024-10-11T10:31:20.077Z,0.0234,0.0640,0.0216
2024-10-11T10:31:20.087Z,0.0063,0.0434,0.0063
2024-10-11T10:31:20.097Z,-0.0063,0.0149,-0.0035
2024-10-11T10:31:20.107Z,-0.0132,-0.0059,0.0013
2024-10-11T10:31:20.118Z,-0.0152,-0.0018,0.0064
2024-10-11T10:31:20.127Z,-0.0161,0.0014,0.0066
2024-10-11T10:31:20.137Z,-0.0165,-0.0096,0.0007
2024-10-11T10:31:20.146Z,-0.0148,-0.0124,-0.0056
2024-10-11T10:31:20.156Z,-0.0120,-0.0122,-0.0038
2024-10-11T10:31:20.168Z,-0.0081,-0.0041,-0.0014
2024-10-11T10:31:20.176Z,-0.0063,-0.0014,-0.0004
2024-10-11T10:31:20.186Z,-0.0070,-0.0094,0.0050
2024-10-11T10:31:20.196Z,-0.0083,-0.0281,0.0073
2024-10-11T10:31:20.207Z,-0.0065,-0.0572,0.0072
2024-10-11T10:31:20.219Z,0.0008,-0.0761,-0.0003
2024-10-11T10:31:20.226Z,0.0230,-0.0771,-0.0073
2024-10-11T10:31:20.237Z,0.0482,-0.0545,-0.0185
2024-10-11T10:31:20.246Z,0.0682,-0.0182,-0.0241
2024-10-11T10:31:20.257Z,0.0700,0.0085,-0.0180
2024-10-11T10:31:20.269Z,0.0691,0.0341,-0.0095
2024-10-11T10:31:20.276Z,0.0641,0.0607,-0.0043
2024-10-11T10:31:20.287Z,0.0523,0.0818,-0.0004
2024-10-11T10:31:20.296Z,0.0444,0.0943,0.0057
2024-10-11T10:31:20.306Z,0.0390,0.0958,0.0121
2024-10-11T10:31:20.318Z,0.0278,0.0754,0.0135
2024-10-11T10:31:20.326Z,0.0214,0.0398,0.0070
2024-10-11T10:31:20.337Z,0.0185,0.0110,0.0048
2024-10-11T10:31:20.346Z,0.0152,-0.0221,-0.0064
2024-10-11T10:31:20.356Z,0.0110,-0.0459,-0.0060
2024-10-11T10:31:20.367Z,-0.0005,-0.0395,-0.0048
2024-10-11T10:31:20.376Z,-0.0046,-0.0174,-0.0002
2024-10-11T10:31:20.387Z,-0.0099,0.0112,0.0044
2024-10-11T10:31:20.396Z,-0.0124,0.0268,0.0087
2024-10-11T10:31:20.406Z,-0.0196,0.0316,0.0168
2024-10-11T10:31:20.417Z,-0.0362,0.0441,0.0311
2024-10-11T10:31:20.426Z,-0.0713,0.0576,0.0436
2024-10-11T10:31:20.438Z,-0.1196,0.0684,0.0639
2024-10-11T10:31:20.447Z,-0.1392,0.1681,0.0728
2024-10-11T10:31:20.456Z,0.0112,0.3498,0.0317
2024-10-11T10:31:20.468Z,0.1330,0.1625,-0.0140
2024-10-11T10:31:20.477Z,0.2039,-0.0961,-0.0094
2024-10-11T10:31:20.486Z,0.2278,-0.3121,0.0067
2024-10-11T10:31:20.496Z,0.1743,-0.3645,-0.0026
2024-10-11T10:31:20.506Z,0.0588,-0.2858,-0.0203
2024-10-11T10:31:20.517Z,-0.0841,-0.1467,-0.0205
2024-10-11T10:31:20.526Z,-0.2184,-0.0183,0.0002
2024-10-11T10:31:20.536Z,-0.3191,0.0974,0.0218
2024-10-11T10:31:20.546Z,-0.3422,0.2666,0.0390
2024-10-11T10:31:20.556Z,-0.2771,0.4102,0.0279
