time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T12:31:59.844Z,-0.0044,-0.9832,0.1696,-0.0438,-0.0328,-0.0654,0.0084,-0.0099,-0.0019,-2.6328,1.4068,-3.0870
2024-10-11T12:31:59.853Z,-0.0015,-0.9823,0.1689,-0.0438,-0.0328,-0.0654,0.0072,-0.0126,0.0022,-2.6328,1.4068,-3.0870
2024-10-11T12:31:59.863Z,0.0016,-0.9820,0.1664,-0.1033,-0.0442,-0.0315,0.0098,-0.0119,0.0045,-2.6335,1.4066,-3.0870
2024-10-11T12:31:59.873Z,0.0006,-0.9836,0.1663,-0.1033,-0.0442,-0.0315,0.0051,-0.0104,0.0057,-2.6335,1.4066,-3.0870
2024-10-11T12:31:59.883Z,-0.0000,-0.9819,0.1638,-0.1033,-0.0442,-0.0315,0.0064,-0.0127,0.0046,-2.6335,1.4066,-3.0870
2024-10-11T12:31:59.892Z,-0.0017,-0.9816,0.1631,-0.0715,-0.0486,0.0031,0.0060,-0.0094,0.0051,-2.6344,1.4064,-3.0866
2024-10-11T12:31:59.903Z,-0.0004,-0.9811,0.1603,-0.0715,-0.0486,0.0031,0.0091,-0.0126,0.0063,-2.6344,1.4064,-3.0866
2024-10-11T12:31:59.913Z,-0.0012,-0.9817,0.1585,-0.0715,-0.0486,0.0031,0.0073,-0.0082,0.0058,-2.6344,1.4064,-3.0866
2024-10-11T12:31:59.923Z,-0.0047,-0.9802,0.1590,-0.0428,-0.0613,0.0466,0.0040,-0.0107,0.0065,-2.6355,1.4061,-3.0861
2024-10-11T12:31:59.933Z,-0.0060,-0.9791,0.1601,-0.0428,-0.0613,0.0466,0.0054,-0.0125,0.0074,-2.6355,1.4061,-3.0861
2024-10-11T12:31:59.942Z,-0.0037,-0.9801,0.1623,-0.0428,-0.0613,0.0466,0.0046,-0.0132,0.0060,-2.6355,1.4061,-3.0861
2024-10-11T12:31:59.953Z,-0.0048,-0.9801,0.1640,-0.0429,-0.0617,-0.0015,0.0048,-0.0149,0.0081,-2.6367,1.4059,-3.0856
2024-10-11T12:31:59.963Z,-0.0043,-0.9805,0.1645,-0.0429,-0.0617,-0.0015,0.0045,-0.0184,0.0083,-2.6367,1.4059,-3.0856
2024-10-11T12:31:59.973Z,-0.0033,-0.9821,0.1672,-0.0429,-0.0617,-0.0015,0.0057,-0.0201,0.0080,-2.6367,1.4059,-3.0856
2024-10-11T12:31:59.983Z,-0.0039,-0.9838,0.1715,-0.0520,-0.0254,-0.0735,0.0016,-0.0226,0.0109,-2.6379,1.4058,-3.0853
2024-10-11T12:31:59.992Z,-0.0035,-0.9870,0.1718,-0.0520,-0.0254,-0.0735,0.0018,-0.0277,0.0111,-2.6379,1.4058,-3.0853
2024-10-11T12:32:00.002Z,-0.0037,-0.9876,0.1690,-0.0520,-0.0254,-0.0735,0.0014,-0.0287,0.0108,-2.6379,1.4058,-3.0853
2024-10-11T12:32:00.013Z,-0.0029,-0.9905,0.1639,-0.0636,0.0402,0.0010,-0.0016,-0.0334,0.0124,-2.6399,1.4057,-3.0844
2024-10-11T12:32:00.023Z,-0.0026,-0.9907,0.1633,-0.0636,0.0402,0.0010,-0.0034,-0.0355,0.0148,-2.6399,1.4057,-3.0844
2024-10-11T12:32:00.033Z,-0.0035,-0.9944,0.1611,-0.0636,0.0402,0.0010,-0.0041,-0.0416,0.0138,-2.6399,1.4057,-3.0844
2024-10-11T12:32:00.042Z,-0.0032,-0.9951,0.1574,-0.0626,0.0848,0.0650,-0.0029,-0.0426,0.0138,-2.6425,1.4058,-3.0834
2024-10-11T12:32:00.052Z,-0.0040,-0.9941,0.1581,-0.0626,0.0848,0.0650,-0.0043,-0.0408,0.0141,-2.6425,1.4058,-3.0834
2024-10-11T12:32:00.063Z,-0.0068,-0.9981,0.1569,-0.0626,0.0848,0.0650,-0.0035,-0.0458,0.0149,-2.6425,1.4058,-3.0834
2024-10-11T12:32:00.073Z,-0.0026,-0.9953,0.1539,-0.0693,0.0871,0.0982,-0.0039,-0.0470,0.0126,-2.6450,1.4058,-3.0825
2024-10-11T12:32:00.084Z,-0.0073,-0.9970,0.1555,-0.0693,0.0871,0.0982,-0.0043,-0.0482,0.0113,-2.6450,1.4058,-3.0825
2024-10-11T12:32:00.092Z,-0.0043,-0.9932,0.1547,-0.0693,0.0871,0.0982,-0.0023,-0.0486,0.0135,-2.6450,1.4058,-3.0825
2024-10-11T12:32:00.104Z,-0.0075,-0.9948,0.1536,-0.0231,0.0822,0.1011,-0.0006,-0.0480,0.0141,-2.6476,1.4058,-3.0816
2024-10-11T12:32:00.113Z,-0.0090,-0.9944,0.1532,-0.0231,0.0822,0.1011,-0.0025,-0.0473,0.0139,-2.6476,1.4058,-3.0816
2024-10-11T12:32:00.123Z,-0.0096,-0.9955,0.1552,-0.0231,0.0822,0.1011,-0.0006,-0.0447,0.0127,-2.6476,1.4058,-3.0816
2024-10-11T12:32:00.134Z,-0.0150,-0.9946,0.1542,0.0486,0.0806,0.0959,0.0015,-0.0441,0.0141,-2.6502,1.4057,-3.0807
2024-10-11T12:32:00.142Z,-0.0172,-0.9931,0.1540,0.0486,0.0806,0.0959,0.0014,-0.0400,0.0107,-2.6502,1.4057,-3.0807
2024-10-11T12:32:00.152Z,-0.0175,-0.9890,0.1550,0.0486,0.0806,0.0959,0.0014,-0.0389,0.0111,-2.6502,1.4057,-3.0807
2024-10-11T12:32:00.163Z,-0.0169,-0.9872,0.1582,0.0666,0.0074,0.0575,0.0028,-0.0360,0.0072,-2.6523,1.4057,-3.0800
2024-10-11T12:32:00.173Z,-0.0184,-0.9863,0.1602,0.0666,0.0074,0.0575,-0.0014,-0.0354,0.0083,-2.6523,1.4057,-3.0800
2024-10-11T12:32:00.183Z,-0.0171,-0.9844,0.1633,0.0666,0.0074,0.0575,0.0006,-0.0308,0.0074,-2.6523,1.4057,-3.0800
2024-10-11T12:32:00.192Z,-0.0177,-0.9845,0.1646,0.0733,-0.0184,-0.0051,-0.0013,-0.0277,0.0071,-2.6540,1.4056,-3.0795
2024-10-11T12:32:00.202Z,-0.0175,-0.9840,0.1628,0.0733,-0.0184,-0.0051,-0.0017,-0.0282,0.0053,-2.6540,1.4056,-3.0795
2024-10-11T12:32:00.213Z,-0.0178,-0.9845,0.1635,0.0733,-0.0184,-0.0051,0.0003,-0.0239,0.0055,-2.6540,1.4056,-3.0795
2024-10-11T12:32:00.223Z,-0.0180,-0.9836,0.1613,0.0761,-0.0271,0.0275,-0.0001,-0.0234,0.0045,-2.6554,1.4056,-3.0792
2024-10-11T12:32:00.233Z,-0.0190,-0.9849,0.1576,0.0761,-0.0271,0.0275,-0.0007,-0.0218,0.0043,-2.6554,1.4056,-3.0792
2024-10-11T12:32:00.242Z,-0.0157,-0.9864,0.1558,0.0761,-0.0271,0.0275,-0.0019,-0.0192,0.0068,-2.6554,1.4056,-3.0792
2024-10-11T12:32:00.253Z,-0.0173,-0.9880,0.1564,0.0681,0.0153,0.0750,-0.0014,-0.0190,0.0042,-2.6567,1.4057,-3.0788
2024-10-11T12:32:00.263Z,-0.0192,-0.9878,0.1533,0.0681,0.0153,0.0750,-0.0027,-0.0162,0.0029,-2.6567,1.4057,-3.0788
2024-10-11T12:32:00.273Z,-0.0180,-0.9872,0.1539,0.0681,0.0153,0.0750,-0.0011,-0.0163,0.0044,-2.6567,1.4057,-3.0788
2024-10-11T12:32:00.283Z,-0.0195,-0.9877,0.1569,0.0891,0.0128,0.0697,-0.0020,-0.0115,0.0044,-2.6580,1.4057,-3.0782
2024-10-11T12:32:00.292Z,-0.0195,-0.9880,0.1579,0.0891,0.0128,0.0697,-0.0034,-0.0061,0.0034,-2.6580,1.4057,-3.0782
