time,wx,wy,wz
2024-10-11T10:32:21.407Z,1.9571,1.6555,0.8340
2024-10-11T10:32:21.417Z,1.7079,1.1593,0.6931
2024-10-11T10:32:21.427Z,1.2614,0.7995,0.8711
2024-10-11T10:32:21.437Z,0.7844,0.4776,1.1412
2024-10-11T10:32:21.447Z,0.3638,0.0738,1.3795
2024-10-11T10:32:21.457Z,0.1088,-0.2173,1.5424
2024-10-11T10:32:21.467Z,0.0358,-0.1809,1.6113
2024-10-11T10:32:21.477Z,0.0466,0.1479,1.6760
2024-10-11T10:32:21.487Z,0.1968,0.5527,1.8285
2024-10-11T10:32:21.497Z,0.3661,1.0213,2.0054
2024-10-11T10:32:21.507Z,0.5470,1.4473,2.1146
2024-10-11T10:32:21.517Z,0.6995,1.5273,2.1065
2024-10-11T10:32:21.527Z,0.7890,1.2016,2.0246
2024-10-11T10:32:21.537Z,0.8098,0.6936,1.9458
2024-10-11T10:32:21.547Z,0.7823,0.2464,1.8721
2024-10-11T10:32:21.557Z,0.6929,-0.0877,1.7969
2024-10-11T10:32:21.567Z,0.5759,-0.2007,1.7263
2024-10-11T10:32:21.577Z,0.4408,-0.2804,1.6206
2024-10-11T10:32:21.587Z,0.3199,-0.1521,1.4990
2024-10-11T10:32:21.598Z,0.2050,0.0279,1.3860
2024-10-11T10:32:21.607Z,0.0731,0.1695,1.2740
2024-10-11T10:32:21.618Z,-0.0765,0.2354,1.1586
2024-10-11T10:32:21.627Z,-0.2149,0.2259,1.0289
2024-10-11T10:32:21.636Z,-0.3561,0.2435,0.8833
2024-10-11T10:32:21.647Z,-0.5090,0.3037,0.7253
2024-10-11T10:32:21.657Z,-0.7033,0.3192,0.5569
2024-10-11T10:32:21.667Z,-0.9495,0.2818,0.3748
2024-10-11T10:32:21.677Z,-1.2010,0.2161,0.1681
2024-10-11T10:32:21.687Z,-1.4240,0.1089,-0.1063
2024-10-11T10:32:21.697Z,-1.5839,-0.0207,-0.4400
2024-10-11T10:32:21.707Z,-1.6710,-0.2348,-0.7872
2024-10-11T10:32:21.717Z,-1.6663,-0.4425,-1.0906
2024-10-11T10:32:21.727Z,-1.5489,-0.5920,-1.3198
2024-10-11T10:32:21.737Z,-1.3436,-0.7209,-1.4985
2024-10-11T10:32:21.747Z,-1.1162,-0.7747,-1.6703
2024-10-11T10:32:21.757Z,-0.9392,-0.7968,-1.8789
2024-10-11T10:32:21.767Z,-0.8126,-0.7797,-2.1215
2024-10-11T10:32:21.777Z,-0.7025,-0.6753,-2.3491
2024-10-11T10:32:21.787Z,-0.5792,-0.4880,-2.4970
2024-10-11T10:32:21.797Z,-0.4178,-0.2322,-2.5339
2024-10-11T10:32:21.807Z,-0.2211,0.0629,-2.4877
2024-10-11T10:32:21.817Z,-0.0175,0.3286,-2.3917
2024-10-11T10:32:21.827Z,0.1813,0.5386,-2.2606
2024-10-11T10:32:21.837Z,0.3374,0.7161,-2.1122
2024-10-11T10:32:21.849Z,0.4309,0.8559,-1.9367
2024-10-11T10:32:21.857Z,0.4646,0.9593,-1.7188
2024-10-11T10:32:21.867Z,0.4226,1.0321,-1.4352
2024-10-11T10:32:21.877Z,0.3267,1.0758,-1.0816
2024-10-11T10:32:21.887Z,0.3249,1.0934,-0.6985
2024-10-11T10:32:21.898Z,0.4076,0.9985,-0.2814
2024-10-11T10:32:21.907Z,0.5306,0.7906,0.1614
2024-10-11T10:32:21.917Z,0.6925,0.5048,0.5860
2024-10-11T10:32:21.927Z,0.8830,0.2084,0.9951
2024-10-11T10:32:21.937Z,1.0460,-0.0613,1.3663
2024-10-11T10:32:21.948Z,1.1345,-0.2681,1.6817
2024-10-11T10:32:21.957Z,1.1047,-0.3110,1.9651
2024-10-11T10:32:21.967Z,0.9247,-0.1410,2.1801
2024-10-11T10:32:21.977Z,0.6170,0.1682,2.3036
2024-10-11T10:32:21.987Z,0.2804,0.4568,2.3558
2024-10-11T10:32:21.998Z,-0.0219,0.6626,2.3650
2024-10-11T10:32:22.007Z,-0.2662,0.7836,2.3508
2024-10-11T10:32:22.017Z,-0.4588,0.8002,2.3015
2024-10-11T10:32:22.027Z,-0.6143,0.7562,2.2199
2024-10-11T10:32:22.037Z,-0.7608,0.7026,2.1112
2024-10-11T10:32:22.048Z,-0.9038,0.6505,1.9714
2024-10-11T10:32:22.057Z,-1.0187,0.5787,1.7995
2024-10-11T10:32:22.068Z,-1.0820,0.4416,1.5954
2024-10-11T10:32:22.077Z,-1.0970,0.2499,1.3621
2024-10-11T10:32:22.087Z,-1.0684,0.0513,1.1096
2024-10-11T10:32:22.098Z,-1.0207,-0.1204,0.8351
2024-10-11T10:32:22.107Z,-0.9668,-0.2623,0.5568
2024-10-11T10:32:22.117Z,-0.9248,-0.3903,0.2772
2024-10-11T10:32:22.127Z,-0.8757,-0.4989,0.0147
2024-10-11T10:32:22.136Z,-0.7955,-0.5698,-0.2251
2024-10-11T10:32:22.148Z,-0.6714,-0.6004,-0.4339
2024-10-11T10:32:22.157Z,-0.5338,-0.5972,-0.6194
2024-10-11T10:32:22.167Z,-0.4177,-0.5628,-0.8229
2024-10-11T10:32:22.177Z,-0.3467,-0.5043,-1.0677
2024-10-11T10:32:22.187Z,-0.3219,-0.4772,-1.3433
2024-10-11T10:32:22.200Z,-0.3290,-0.5448,-1.8513
2024-10-11T10:32:22.207Z,-0.3290,-0.5448,-1.8513
2024-10-11T10:32:22.217Z,-0.3254,-0.6584,-2.0234
2024-10-11T10:32:22.227Z,-0.2962,-0.8431,-2.1481
2024-10-11T10:32:22.237Z,-0.2003,-1.0519,-2.2560
2024-10-11T10:32:22.250Z,0.1861,-1.1144,-2.3142
2024-10-11T10:32:22.257Z,0.1861,-1.1144,-2.3142
2024-10-11T10:32:22.267Z,0.3909,-1.0139,-2.2115
2024-10-11T10:32:22.277Z,0.5673,-0.8771,-2.0050
2024-10-11T10:32:22.288Z,0.7233,-0.6527,-1.7162
2024-10-11T10:32:22.299Z,0.8670,-0.3570,-1.3670
2024-10-11T10:32:22.307Z,0.9978,-0.0723,-0.9736
2024-10-11T10:32:22.317Z,1.0932,0.1512,-0.5771
2024-10-11T10:32:22.327Z,1.1493,0.3041,-0.2018
2024-10-11T10:32:22.337Z,1.1780,0.3865,0.1509
2024-10-11T10:32:22.350Z,1.1424,0.4811,0.7341
2024-10-11T10:32:22.357Z,1.1424,0.4811,0.7341
2024-10-11T10:32:22.367Z,1.0235,0.5643,0.9675
2024-10-11T10:32:22.377Z,0.8601,0.6619,1.1790
2024-10-11T10:32:22.387Z,0.7109,0.7438,1.3947
2024-10-11T10:32:22.400Z,0.5297,0.5863,1.8399
2024-10-11T10:32:22.407Z,0.5297,0.5863,1.8399
2024-10-11T10:32:22.417Z,0.4770,0.4133,2.0132
2024-10-11T10:32:22.427Z,0.3508,0.3415,2.1345
2024-10-11T10:32:22.437Z,0.0956,0.3093,2.1328
2024-10-11T10:32:22.450Z,-0.5217,0.0489,1.5485
2024-10-11T10:32:22.457Z,-0.5217,0.0489,1.5485
2024-10-11T10:32:22.467Z,-0.7561,-0.0679,0.9665
2024-10-11T10:32:22.476Z,-0.9166,-0.0630,0.2977
2024-10-11T10:32:22.489Z,-1.0851,0.2595,-0.8467
2024-10-11T10:32:22.500Z,-1.1364,0.5096,-1.2522
2024-10-11T10:32:22.507Z,-1.1364,0.5096,-1.2522
2024-10-11T10:32:22.519Z,-1.0188,0.7137,-1.9151
2024-10-11T10:32:22.527Z,-1.0188,0.7137,-1.9151
2024-10-11T10:32:22.539Z,-0.4191,0.3072,-2.2792
2024-10-11T10:32:22.550Z,-0.0016,-0.0609,-2.3153
2024-10-11T10:32:22.557Z,-0.0016,-0.0609,-2.3153
2024-10-11T10:32:22.569Z,0.7277,-0.4353,-2.1894
2024-10-11T10:32:22.578Z,0.9047,-0.3598,-2.0332
2024-10-11T10:32:22.588Z,0.9316,-0.2206,-1.7891
2024-10-11T10:32:22.600Z,0.8814,-0.0991,-1.4155
2024-10-11T10:32:22.608Z,0.8443,-0.0412,-0.9244
2024-10-11T10:32:22.618Z,0.8752,-0.0518,-0.3345
2024-10-11T10:32:22.628Z,0.9825,-0.1178,0.2922
2024-10-11T10:32:22.638Z,1.1542,-0.2356,0.8822
2024-10-11T10:32:22.650Z,1.3449,-0.3650,1.3805
2024-10-11T10:32:22.658Z,1.4594,-0.4147,1.7583
2024-10-11T10:32:22.669Z,1.4312,-0.3972,2.0038
2024-10-11T10:32:22.678Z,1.2375,-0.3514,2.1355
2024-10-11T10:32:22.688Z,0.8949,-0.2649,2.1523
2024-10-11T10:32:22.699Z,0.4809,-0.1543,2.0448
2024-10-11T10:32:22.708Z,0.0791,-0.0861,1.8369
2024-10-11T10:32:22.717Z,0.0791,-0.0861,1.8369
2024-10-11T10:32:22.727Z,-0.2426,-0.1181,1.5673
2024-10-11T10:32:22.739Z,-0.5904,-0.4587,0.9307
2024-10-11T10:32:22.748Z,-0.7304,-0.6315,0.6063
2024-10-11T10:32:22.758Z,-0.8776,-0.7211,0.2623
2024-10-11T10:32:22.767Z,-0.8776,-0.7211,0.2623
2024-10-11T10:32:22.776Z,-1.0293,-0.7242,-0.1140
2024-10-11T10:32:22.788Z,-1.3681,-0.5856,-1.0975
2024-10-11T10:32:22.798Z,-1.5057,-0.3077,-1.6946
2024-10-11T10:32:22.808Z,-1.6360,-0.1478,-2.2858
2024-10-11T10:32:22.818Z,-1.6612,-0.0370,-2.7717
2024-10-11T10:32:22.828Z,-1.5358,-0.0733,-3.2013
2024-10-11T10:32:22.838Z,-1.3349,-0.4780,-3.5191
2024-10-11T10:32:22.848Z,-1.0890,-1.0450,-3.6690
2024-10-11T10:32:22.856Z,-1.0890,-1.0450,-3.6690
2024-10-11T10:32:22.868Z,-0.4286,-1.8009,-3.3866
2024-10-11T10:32:22.878Z,-0.0519,-1.7943,-3.0460
2024-10-11T10:32:22.888Z,0.2881,-1.5190,-2.6499
2024-10-11T10:32:22.898Z,0.5488,-1.1050,-2.2398
2024-10-11T10:32:22.908Z,0.6998,-0.6442,-1.8331
2024-10-11T10:32:22.918Z,0.7120,-0.1740,-1.4335
2024-10-11T10:32:22.928Z,0.5678,0.2537,-1.0850
2024-10-11T10:32:22.938Z,0.3129,0.5337,-0.8209
2024-10-11T10:32:22.948Z,0.0154,0.5623,-0.6275
2024-10-11T10:32:22.958Z,-0.2588,0.3740,-0.4871
2024-10-11T10:32:22.968Z,-0.4573,0.0758,-0.3694
2024-10-11T10:32:22.978Z,-0.5335,-0.1918,-0.2497
2024-10-11T10:32:22.988Z,-0.4904,-0.3356,-0.1557
2024-10-11T10:32:22.998Z,-0.3435,-0.3649,-0.1158
2024-10-11T10:32:23.007Z,-0.1240,-0.3482,-0.1370
2024-10-11T10:32:23.018Z,0.1191,-0.3504,-0.2121
2024-10-11T10:32:23.028Z,0.3423,-0.4223,-0.3393
2024-10-11T10:32:23.037Z,0.5192,-0.5554,-0.4752
2024-10-11T10:32:23.048Z,0.6289,-0.7060,-0.5917
2024-10-11T10:32:23.058Z,0.6680,-0.8729,-0.6594
2024-10-11T10:32:23.068Z,0.6456,-1.0290,-0.6785
2024-10-11T10:32:23.077Z,0.5768,-1.0919,-0.6414
2024-10-11T10:32:23.087Z,0.4889,-1.0556,-0.5637
2024-10-11T10:32:23.097Z,0.3886,-0.9497,-0.4783
2024-10-11T10:32:23.107Z,0.2734,-0.7851,-0.4064
2024-10-11T10:32:23.118Z,0.1542,-0.5901,-0.3394
2024-10-11T10:32:23.127Z,0.0311,-0.3873,-0.2616
2024-10-11T10:32:23.137Z,-0.0768,-0.2227,-0.1718
2024-10-11T10:32:23.148Z,-0.1779,-0.0611,-0.0903
2024-10-11T10:32:23.157Z,-0.2582,0.0855,-0.0587
2024-10-11T10:32:23.168Z,-0.2980,0.1939,-0.0597
2024-10-11T10:32:23.177Z,-0.3040,0.3041,-0.0703
2024-10-11T10:32:23.187Z,-0.2961,0.4062,-0.0547
2024-10-11T10:32:23.197Z,-0.3046,0.4975,0.0069
2024-10-11T10:32:23.208Z,-0.3567,0.6287,0.1571
2024-10-11T10:32:23.217Z,-0.4437,0.8957,0.4122
2024-10-11T10:32:23.227Z,-0.1466,1.7326,0.5938
2024-10-11T10:32:23.238Z,0.3567,2.1676,0.5034
2024-10-11T10:32:23.247Z,0.7924,1.9729,0.2361
2024-10-11T10:32:23.257Z,0.7873,0.8666,-0.0057
2024-10-11T10:32:23.268Z,0.4871,-0.4361,-0.2713
2024-10-11T10:32:23.277Z,0.1804,-1.1003,-0.4847
2024-10-11T10:32:23.287Z,-0.1309,-1.0567,-0.6063
2024-10-11T10:32:23.298Z,-0.5015,-0.7846,-0.6119
2024-10-11T10:32:23.307Z,-0.7816,-0.5633,-0.5102
2024-10-11T10:32:23.317Z,-0.8203,-0.2896,-0.3492
2024-10-11T10:32:23.327Z,-0.6991,-0.1850,-0.3093
