time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,yaw,pitch,roll
2024-10-11T13:13:19.986Z,0.0220,-0.9689,0.2133,0.0414,-0.0664,0.0425,-0.0065,0.0146,0.0132,-2.5997,1.3498,3.0216
2024-10-11T13:13:19.994Z,0.0208,-0.9687,0.2170,0.0414,-0.0664,0.0425,-0.0030,0.0191,0.0106,-2.5997,1.3498,3.0216
2024-10-11T13:13:20.004Z,0.0224,-0.9677,0.2197,0.0414,-0.0664,0.0425,-0.0070,0.0233,0.0106,-2.5997,1.3498,3.0216
2024-10-11T13:13:20.014Z,0.0231,-0.9666,0.2211,0.0338,-0.0785,-0.0216,-0.0077,0.0184,0.0088,-2.6013,1.3500,3.0235
2024-10-11T13:13:20.024Z,0.0228,-0.9667,0.2191,0.0338,-0.0785,-0.0216,-0.0062,0.0172,0.0078,-2.6013,1.3500,3.0235
2024-10-11T13:13:20.034Z,0.0257,-0.9671,0.2161,0.0338,-0.0785,-0.0216,-0.0082,0.0161,0.0058,-2.6013,1.3500,3.0235
2024-10-11T13:13:20.044Z,0.0285,-0.9702,0.2155,-0.0023,-0.0855,0.0116,-0.0070,0.0140,0.0065,-2.6024,1.3502,3.0249
2024-10-11T13:13:20.054Z,0.0291,-0.9720,0.2101,-0.0023,-0.0855,0.0116,-0.0062,0.0091,0.0092,-2.6024,1.3502,3.0249
2024-10-11T13:13:20.064Z,0.0294,-0.9738,0.2086,-0.0023,-0.0855,0.0116,-0.0055,0.0059,0.0070,-2.6024,1.3502,3.0249
2024-10-11T13:13:20.074Z,0.0286,-0.9750,0.2063,-0.0411,-0.0200,0.0843,-0.0035,0.0018,0.0073,-2.6035,1.3504,3.0260
2024-10-11T13:13:20.084Z,0.0266,-0.9740,0.2070,-0.0411,-0.0200,0.0843,-0.0036,-0.0008,0.0069,-2.6035,1.3504,3.0260
2024-10-11T13:13:20.094Z,0.0273,-0.9736,0.2048,-0.0411,-0.0200,0.0843,-0.0006,-0.0067,0.0059,-2.6035,1.3504,3.0260
2024-10-11T13:13:20.103Z,0.0265,-0.9743,0.2025,-0.0222,-0.0221,0.1204,0.0026,-0.0083,0.0040,-2.6045,1.3505,3.0267
2024-10-11T13:13:20.114Z,0.0284,-0.9743,0.2007,-0.0222,-0.0221,0.1204,0.0026,-0.0121,0.0021,-2.6045,1.3505,3.0267
2024-10-11T13:13:20.124Z,0.0303,-0.9721,0.2006,-0.0222,-0.0221,0.1204,0.0038,-0.0142,0.0052,-2.6045,1.3505,3.0267
2024-10-11T13:13:20.134Z,0.0291,-0.9720,0.1985,-0.0520,-0.0366,0.1635,0.0083,-0.0193,0.0028,-2.6055,1.3503,3.0269
2024-10-11T13:13:20.143Z,0.0304,-0.9704,0.1992,-0.0520,-0.0366,0.1635,0.0099,-0.0219,0.0023,-2.6055,1.3503,3.0269
2024-10-11T13:13:20.154Z,0.0316,-0.9692,0.2002,-0.0520,-0.0366,0.1635,0.0099,-0.0221,0.0033,-2.6055,1.3503,3.0269
2024-10-11T13:13:20.164Z,0.0328,-0.9697,0.2014,-0.0634,-0.0637,0.1703,0.0114,-0.0219,0.0035,-2.6062,1.3500,3.0267
